UID          PID    PPID  C STIME TTY          TIME CMD
elian-h+   66235    3148  4 20:02 ?        00:02:18 /usr/lib/jvm/java-21-openjdk-amd64/bin/java -javaagent:/home/elian-herrera-correa/sanbox-edu/SoccerSystem-app/target/liberty/wlp/bin/tools/ws-javaagent.jar -Djava.awt.headless=true -Djdk.attach.allowAttachSelf=true --add-exports java.base/sun.security.action=ALL-UNNAMED --add-exports java.naming/com.sun.jndi.ldap=ALL-UNNAMED --add-exports java.naming/com.sun.jndi.url.ldap=ALL-UNNAMED --add-exports jdk.naming.dns/com.sun.jndi.dns=ALL-UNNAMED --add-exports jdk.naming.dns/com.sun.jndi.url.dns=ALL-UNNAMED --add-exports java.security.jgss/sun.security.krb5.internal=ALL-UNNAMED --add-exports jdk.attach/sun.tools.attach=ALL-UNNAMED --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/java.util.concurrent=ALL-UNNAMED --add-opens java.base/java.io=ALL-UNNAMED --add-opens java.base/java.nio=ALL-UNNAMED --add-opens java.base/sun.nio.ch=ALL-UNNAMED --add-opens java.naming/javax.naming.spi=ALL-UNNAMED --add-opens java.naming/com.sun.naming.internal=ALL-UNNAMED --add-opens jdk.naming.rmi/com.sun.jndi.url.rmi=ALL-UNNAMED --add-opens java.naming/javax.naming=ALL-UNNAMED --add-opens java.rmi/java.rmi=ALL-UNNAMED --add-opens java.sql/java.sql=ALL-UNNAMED --add-opens java.management/javax.management=ALL-UNNAMED --add-opens java.base/java.lang.reflect=ALL-UNNAMED --add-opens java.desktop/java.awt.image=ALL-UNNAMED --add-opens java.base/java.security=ALL-UNNAMED --add-opens java.base/java.net=ALL-UNNAMED --add-opens java.base/java.text=ALL-UNNAMED --add-opens java.base/sun.net.www.protocol.https=ALL-UNNAMED --add-exports jdk.management.agent/jdk.internal.agent=ALL-UNNAMED --add-exports java.base/jdk.internal.vm=ALL-UNNAMED -jar /home/elian-herrera-correa/sanbox-edu/SoccerSystem-app/target/liberty/wlp/bin/tools/ws-server.jar defaultServer
dhcpcd     70830    3116  0 20:06 ?        00:00:00 pickup -l -t unix -u
root       73268       2  0 20:09 ?        00:00:00 [kworker/0:2-events]
root       74769       2  0 20:11 ?        00:00:00 [kworker/9:0-events]
root       75351       2  0 20:11 ?        00:00:00 [kworker/8:0-i915-unordered]
root       75620       2  0 20:12 ?        00:00:00 [kworker/4:1]
root       83088       2  0 20:19 ?        00:00:00 [kworker/10:0-events]
root       83121       2  0 20:19 ?        00:00:16 [kworker/6:0-i915-unordered]
root       83215       2  0 20:19 ?        00:00:00 [kworker/14:0-i915-unordered]
root       83223       2  0 20:19 ?        00:00:00 [kworker/2:1-i915-unordered]
root       83502       2  0 20:20 ?        00:00:00 [kworker/5:3-events]
root       83935       2  0 20:20 ?        00:00:01 [kworker/u64:1-flush-259:0]
elian-h+   87301   18288  0 20:24 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45528 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {25f826e6-e336-4f8a-9f9b-ba172d99a37b} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 52 tab
elian-h+   87309   18288  0 20:24 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45528 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b4a659fb-e2c8-4b62-a641-71b52a237d58} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 53 tab
root       87572       2  0 20:24 ?        00:00:00 [kworker/8:2]
elian-h+   87582   18288  0 20:24 ?        00:00:00 /snap/firefox/7720/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:45528 -prefMapHandle 1:277831 -jsInitHandle 2:223968 -parentBuildID 20260127070045 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {23810890-81ef-465b-aba8-540dfd892b89} -parentPid 18127 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7720/usr/lib/firefox/omni.ja -appomni /snap/firefox/7720/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7720/usr/lib/firefox/browser 54 tab
root       91297       2  0 20:29 ?        00:00:00 [kworker/13:0-i915-unordered]
root       91928       2  0 20:30 ?        00:00:00 [kworker/11:3-events]
root       96169       2  0 20:34 ?        00:00:00 [kworker/3:0-cgroup_destroy]
root       96223       2  0 20:34 ?        00:00:01 [kworker/u65:2-i915_flip]
root       96720       2  0 20:34 ?        00:00:00 [kworker/u64:3-mt76]
root      100810       2  0 20:39 ?        00:00:02 [kworker/u65:1-i915_flip]
root      101170       2  0 20:39 ?        00:00:00 [kworker/u64:0-flush-259:0]
root      101483       2  0 20:40 ?        00:00:00 [kworker/7:0-events]
root      102473       2  0 20:41 ?        00:00:00 [kworker/u64:4-events_unbound]
root      107176       2  0 20:46 ?        00:00:00 [kworker/u65:0-i915_flip]
root      110304       2  0 20:49 ?        00:00:00 [kworker/u64:2-iou_exit]
root      110395       2  0 20:49 ?        00:00:00 [kworker/u64:6-kvfree_rcu_reclaim]
root      110396       2  0 20:49 ?        00:00:00 [kworker/u64:7]
elian-h+  110500    3553  2 20:49 ?        00:00:05 /usr/share/antigravity/antigravity
elian-h+  110506  110500  0 20:49 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
elian-h+  110507  110500  0 20:49 ?        00:00:00 /usr/share/antigravity/chrome-sandbox /usr/share/antigravity/antigravity --type=zygote
elian-h+  110508  110507  0 20:49 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
elian-h+  110510  110508  0 20:49 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
elian-h+  110531    3148  0 20:49 ?        00:00:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/elian-herrera-correa/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.107.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.2.3 --initial-client-fd=49 --shared-client-connection
elian-h+  110546  110506  8 20:49 ?        00:00:21 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
elian-h+  110557  110500  0 20:49 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=110531 --enable-crash-reporter=e4a01008-ec43-4a6f-96c8-66c4a015707c,no_channel --user-data-dir=/home/elian-herrera-correa/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10204995365109941044,10650910998766840190,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
elian-h+  110602  110510 29 20:49 ?        00:01:17 /usr/share/antigravity/antigravity --type=zygote
elian-h+  110630  110510  0 20:49 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
elian-h+  110668  110500  5 20:49 ?        00:00:13 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=110531 --enable-crash-reporter=e4a01008-ec43-4a6f-96c8-66c4a015707c,no_channel --user-data-dir=/home/elian-herrera-correa/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10204995365109941044,10650910998766840190,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
elian-h+  110689  110500  1 20:49 ?        00:00:03 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=110531 --enable-crash-reporter=e4a01008-ec43-4a6f-96c8-66c4a015707c,no_channel --user-data-dir=/home/elian-herrera-correa/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10204995365109941044,10650910998766840190,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
elian-h+  110690  110500  3 20:49 ?        00:00:07 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=110531 --enable-crash-reporter=e4a01008-ec43-4a6f-96c8-66c4a015707c,no_channel --user-data-dir=/home/elian-herrera-correa/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10204995365109941044,10650910998766840190,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
elian-h+  110733  110500  0 20:49 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=110531 --enable-crash-reporter=e4a01008-ec43-4a6f-96c8-66c4a015707c,no_channel --user-data-dir=/home/elian-herrera-correa/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10204995365109941044,10650910998766840190,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
elian-h+  110910  110733  0 20:49 pts/0    00:00:00 /usr/bin/bash --init-file /usr/share/antigravity/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
elian-h+  110934  110668  1 20:49 ?        00:00:04 /usr/share/antigravity/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --extension_server_port 44855 --csrf_token 8ca77fc7-bdf5-4f21-a741-5e022fc413af --random_port --workspace_id file_home_elian_herrera_correa_sanbox_edu_SoccerSystem_app --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /tmp/server_40db496d22f4ccfe
elian-h+  110991  110668 12 20:49 ?        00:00:33 /home/elian-herrera-correa/.antigravity/extensions/redhat.java-1.12.0-linux-x64/jre/17.0.4.1-linux-x86_64/bin/java --add-modules=ALL-SYSTEM --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/sun.nio.fs=ALL-UNNAMED -Declipse.application=org.eclipse.jdt.ls.core.id1 -Dosgi.bundles.defaultStartLevel=4 -Declipse.product=org.eclipse.jdt.ls.core.product -Djava.import.generatesMetadataFilesAtProjectRoot=false -Dfile.encoding=utf8 -XX:+UseParallelGC -XX:GCTimeRatio=4 -XX:AdaptiveSizePolicyWeight=90 -Dsun.zip.disableMemoryMapping=true -Xmx2G -Xms100m -Xlog:disable -javaagent:/home/elian-herrera-correa/.antigravity/extensions/redhat.java-1.12.0-linux-x64/lombok/lombok-1.18.24.jar -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/elian-herrera-correa/.config/Antigravity/User/workspaceStorage/4e44af0c6d49b8ca6d9165bec95bafea/redhat.java -jar /home/elian-herrera-correa/.antigravity/extensions/redhat.java-1.12.0-linux-x64/server/plugins/org.eclipse.equinox.launcher_1.6.400.v20210924-0641.jar -configuration /home/elian-herrera-correa/.config/Antigravity/User/globalStorage/redhat.java/1.12.0/config_linux -data /home/elian-herrera-correa/.config/Antigravity/User/workspaceStorage/4e44af0c6d49b8ca6d9165bec95bafea/redhat.java/jdt_ws
root      111335       2  0 20:50 ?        00:00:00 [kworker/9:2]
root      111336       2  0 20:50 ?        00:00:00 [kworker/9:3]
elian-h+  111345  110668  0 20:50 ?        00:00:02 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/html-language-features/server/dist/node/htmlServerMain --node-ipc --clientProcessId=110668
elian-h+  111354  110500  0 20:50 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=110531 --enable-crash-reporter=e4a01008-ec43-4a6f-96c8-66c4a015707c,no_channel --user-data-dir=/home/elian-herrera-correa/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10204995365109941044,10650910998766840190,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708995682289984
root      111373       2  0 20:50 ?        00:00:00 [kworker/6:2-i915-unordered]
root      112312       2  0 20:51 ?        00:00:00 [kworker/4:2-events]
elian-h+  112689  110668  0 20:51 ?        00:00:00 /usr/share/antigravity/antigravity /usr/share/antigravity/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=110668
root      113187       2  0 20:52 ?        00:00:00 [kworker/13:2-events]
elian-h+  114837  110910  0 20:54 pts/0    00:00:00 ps -ef
